Name,"Sub Category","Plan","AUM","Average YTM","% Away from ATH","% Other Holdings","% Sovereign Debt Holding","% Largecap Holding","% Midcap Holding","% Poorly Rated Bonds","% Corporate Debt Holding","% B Rated Bonds","% Concentration - Top 10 Holdings"
Franklin India Flexi Cap Fund,"Flexi Cap Fund","Growth","19049.253716609","0","9","0","0","76.11340135366213","10.002023912562851","0","0","0","44.34532596593898"
Mirae Asset Midcap Fund,"Mid Cap Fund","Growth","18387.6558","0","1.42","0","0","9.705667864415865","71.02322472231616","0","0","0","30.579827908242674"
DSP Small Cap Fund,"Small Cap Fund","Growth","17905.8173","0","3.41","0","0","0","10.545790054498099","0","0","0","35.586500148194844"
HSBC Liquid Fund,"Liquid Fund","Growth","17559.1049","6.28","0","0","0","0","0","0","0","0","30.83796543638167"
Kotak Small Cap Fund,"Small Cap Fund","Growth","17416.4813","0","11.42","0","0","6.92077853865923","17.87619408519677","0","0","0","28.25893884776829"
Bandhan Liquid Fund,"Liquid Fund","Growth","17384.5008","6.21","0","0","0.0115551203989058","0","0","0","7.023480357279339","0","30.31856511662139"
DSP Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","17330.953700000002","0","7.47","0","0","52.42349473243357","31.706249379686486","0","0","0","37.99274358456107"
ICICI Pru Multicap Fund,"Multi Cap Fund","Growth","16997.4162742692","0","2.19","0","0","37.7468775046274","29.406976444806205","0","0","0","22.599232365774096"
Kotak Corporate Bond Fund,"Corporate Bond Fund","Growth","16877.1674","7.66","0.51","0","13.277853723249796","0","0","0","72.11622431380282","0","24.999950524873043"
ICICI Pru Equity Savings Fund,"Equity Savings","Growth","16868.0810432676","6.01","1.59","0","4.1289355808376085","66.318295906367","3.025168652504584","0","2.4042213157486683","0","51.85055773425269"
Motilal Oswal Large & Midcap Fund,"Large & Mid Cap Fund","Growth","16776.5719","0","4.05","0","0","41.63433055116583","33.81595914717238","0","0","0","45.53983463093554"
HDFC Ultra Short Term Fund,"Ultra Short Duration Fund","Growth","16753.1193","7","0.03","0","1.9467783530915348","0","0","0","36.8558092939743","0","32.95219535624034"
ICICI Pru Nifty 50 Index Fund,"Index Fund","Growth","16563.0422910249","0","10.02","0","0","99.28117559000978","0.671191910560055","0","0","0","53.64871588123053"
Invesco India Liquid Fund,"Liquid Fund","Growth","16549.148","6.15","0","0","0","0","0","0","1.1795205408761829","0","25.82310702641609"
Canara Rob Large Cap Fund,"Large Cap Fund","Growth","16542.1891","0","8.54","0","0","86.57146350720895","9.655793379849586","0","0","0","48.623915198744754"
Kotak Bond Short Term Fund,"Short Duration Fund","Growth","16486.945200000002","7.62","0.44","0","16.878402070506073","0","0","0","71.79531596914626","0","28.27445317159178"
HDFC Floating Rate Debt Fund,"Floating Rate Fund","Growth","16431.784","7.3","0.28","0","26.837575274845392","0","0","0","59.41488702626566","0","42.43693563644702"
HSBC Small Cap Fund,"Small Cap Fund","Growth","16393.5632","0","10.16","0","0","5.54387285370639","23.240863218802833","0","0","0","20.37917113712043"
DSP ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","16336.5703","0","8.16","0","0","68.25940693316765","13.730369097117027","0","0","0","47.14853888272989"
Nippon India Arbitrage Fund,"Arbitrage Fund","Growth","16332.446100000001","0","0.08","0","0","52.66412495201199","13.741094211811347","0","3.0257262030937357","0","45.63550170792451"
Kotak Low Duration Fund,"Low Duration Fund","Growth","16258.953500000001","7.6","0.14","0","12.666657174460832","0","0","0","51.416750161687844","0","31.32537589211999"
Kotak Balanced Advantage Fund,"Balanced Advantage Fund","Growth","16203.693200000002","7.2","3.3","0","11.546927327011522","49.38449146305822","8.865647443746424","0","7.062247858064005","0","32.9512959263769"
SBI Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","16149.8256","7.69","2.32","0","2.747416182869026","16.10528267561813","14.1018664853224","0","24.85893520131683","0","32.92096123565029"
ICICI Pru Focused Equity Fund,"Focused Fund","Growth","16008.9493307253","0","9.26","0","0","70.48072591712551","25.03005860796524","0","0","0","44.93851627222348"
ICICI Pru Ultra Short Term Fund Fund,"Ultra Short Duration Fund","Growth","15929.153257282","7.12","0.03","0","3.531608936858133","0","0","0","31.533131854976382","0","33.97950294392208"
Edelweiss Mid Cap Fund,"Mid Cap Fund","Growth","15910.6865","0","1.24","0","0","25.232746556850323","60.11157406690152","0","0","0","24.608053838531738"
ICICI Pru Business Cycle Fund,"Thematic Fund","Growth","15813.4420730681","0","7.12","0","0","72.97700745149021","12.375219076009286","0","0","0","49.36493183413187"
SBI Gold,"FoFs - Gold","Growth","15691.063","0","11.08","0","0","0","0","0","0","0","100.00000000000026"
LIC MF Liquid Fund,"Liquid Fund","Growth","15638.278","6.03","0","0","1.033334360726929","0","0","0","3.957396076473379","0","28.05982538486655"
Axis Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","15581.5084","0","1.61","0","0","52.75903271341818","31.335310822667218","0","0","0","26.532421495212873"
HDFC ELSS Tax saver,"Equity Linked Savings Scheme (ELSS)","Growth","15559.489399999999","0","10.22","0","0.326200935616821","76.85407530146844","8.69294849739734","0","0","0","52.493506631393686"
HDFC Short Term Debt Fund,"Short Duration Fund","Growth","15462.916000000001","7.62","0.43","0","12.00310989207986","0","0","0","78.0509665835344","0","22.64015920412423"
Edelweiss Liquid Fund,"Liquid Fund","Growth","15091.276899999999","6.08","0","0","0","0","0","0","0","0","35.45680286338129"
Kotak Savings Fund,"Ultra Short Duration Fund","Growth","14989.4186","7.34","0.05","0","7.277037112132965","0","0","0","30.96679333180816","0","26.459588643500553"
Nippon India Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","14737.5844","7.02","3.11","0","7.04279056037123","39.34795865515984","9.471112538409425","0","10.308467541789307","0","35.50390601916529"
Edelweiss Arbitrage Fund,"Arbitrage Fund","Growth","14413.9423","6.67","0.08","0","0.686729709535259","42.210241904105686","19.243284998462244","0","3.6669595800224757","0","32.34634523819748"
Bandhan Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","14108.573600000002","0","1.93","0","0","43.44212393244163","29.290045173805055","0","0","0","25.733084827135272"
ICICI Pru All Seasons Bond Fund,"Dynamic Bond Fund","Growth","14001.8805840436","8.02","0.63","0","52.09833837693582","0","0","0","41.015089518007365","0","39.372357302743005"
ICICI Pru ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","13911.4119346127","0","7.92","0","0","72.53908695559694","7.146407601707458","0","0","0","53.54850057646137"
Franklin India Small Cap Fund,"Small Cap Fund","Growth","13850.248106426001","0","9.38","0","0","7.413635877205683","5.333330460970447","0","0","0","24.870748793935388"
SBI Short Term Debt Fund,"Short Duration Fund","Growth","13746.2789","7.77","0.39","0","14.865980203558937","0","0","0","62.57419307853559","0","28.793291106584487"
Mirae Asset Liquid Fund,"Liquid Fund","Growth","13590.292","6.11","0","0","0","0","0","0","0.184296260889759","0","24.67799808863564"
Bandhan Corp Bond Fund,"Corporate Bond Fund","Growth","13499.013500000001","7.43","0.48","0","13.689478851997976","0","0","0","78.29459086280067","0","39.67146641822342"
SBI Low Duration Fund,"Low Duration Fund","Growth","13458.4254","7.16","0.14","0","9.939011884703836","0","0","0","26.30809321869109","0","53.51102068745724"
Kotak Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","13447.427099999999","7.08","5.7","0","4.531965077542609","43.98215551583098","15.753255133838957","0","1.6232688853914663","0","36.831413646406766"
Aditya Birla SL Floating Rate Fund,"Floating Rate Fund","Growth","13441.024099999999","7.2","0.13","0","12.678262365439856","0","0","0","49.81919792852689","0","25.82732963033673"
Bandhan Money Market Fund,"Money Market Fund","Growth","13437.1124","6.96","0.08","0","2.0536360573590753","0","0","0","0","0","32.742997930420515"
Nippon India ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","13421.5445","0","4.6","0","0","63.95170894658685","20.57905068278629","0","0","0","40.25488030129728"
HSBC Midcap Fund,"Mid Cap Fund","Growth","13386.5777","0","0.88","0","0","36.72522813653857","41.512725840301975","0","0","0","40.55969211608132"
Sundaram Mid Cap Fund,"Mid Cap Fund","Growth","13378.006402","0","2.35","0","0","20.955045392632176","60.431770948085976","0","0","0","25.03083938762729"
HSBC Value Fund,"Value Fund","Growth","13371.206299999998","0","4.21","0","0","48.72843051830769","16.885542861749208","0","0","0","30.412849419103207"
SBI Nifty Index Fund,"Index Fund","Growth","13367.6103","0","10.04","0","0","99.37289240097019","0.671662309006719","0","0","0","53.70754038214299"
Canara Rob Small Cap Fund,"Small Cap Fund","Growth","13275.996299999999","0","8.03","0","0","9.972138964817265","20.383609175907953","0","0","0","25.19222380319585"
Aditya Birla SL Low Duration Fund,"Low Duration Fund","Growth","13267.308700000001","7.21","0.14","0","0.0310221167914786","0","0","0","59.248044782435784","0","32.49288832783397"
Aditya Birla SL ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","13117.287900000001","0","5.71","0","0","65.04612108123438","13.939855891994828","0","0","0","40.51370107128002"
Canara Rob Flexi Cap Fund,"Flexi Cap Fund","Growth","13082.7301","0","6.22","0","0","71.24497049740404","19.81552764739832","0","0","0","40.88946924006327"
ICICI Pru Technology Fund,"Sectoral Fund - Technology","Growth","13067.5861384383","0","23.67","0","0","46.022945142940806","17.2029170206691","0","0","0","57.44882123193085"
Edelweiss Balanced Advantage Fund,"Dynamic Asset Allocation Fund","Growth","12906.312","6.6","3","0","1.49537993502714","63.24414441553869","11.447492513740567","0","6.494834465492545","0","32.83539093119707"
Motilal Oswal Flexi Cap Fund,"Flexi Cap Fund","Growth","12770.0816","0","14.42","0","0","50.08573398622609","38.96410889026739","0","0","0","50.20754135196758"
Axis Flexi Cap Fund,"Flexi Cap Fund","Growth","12545.5796","0","5.9","0","0","58.18775445018099","18.802788760752033","0","0","0","44.24817278270667"
Axis Banking & PSU Debt Fund,"Banking & PSU Fund","Growth","12530.683903000001","7.33","0.43","0","7.176386932879213","0","0","0","60.15298777108246","0","29.43343296689497"
Quant ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","12505.6922","0","5.76","0","0","77.3543155012243","10.93103666824616","0","0","0","70.6640900693206"
Bandhan Banking and PSU Fund,"Banking & PSU Fund","Growth","12107.7228","7.36","0.47","0","13.6217670565345","0","0","0","65.5829606467209","0","37.01364074866304"
Franklin India Mid Cap Fund,"Mid Cap Fund","Growth","12102.388694313","0","5.51","0","0","12.73580828654335","63.79861002934259","0","0","0","22.50023236976837"
UTI Large Cap Fund,"Large Cap Fund","Growth","12052.6005","0","10.26","0","0.418737848317465","86.19782842715145","8.566053442159637","0","0","0","49.78822122246562"
SBI Ultra Short Duration Fund,"Ultra Short Duration Fund","Growth","11847.06","7.18","0.04","0","4.2678003591662","0","0","0","21.56435894856059","0","48.76755870307272"
DSP Flexi Cap Fund,"Flexi Cap Fund","Growth","11769.1045","0","7.8","0","0","58.3937698913286","21.318286365797828","0","0","0","46.863931746038965"
Invesco India Midcap Fund,"Mid Cap Fund","Growth","11767.2978","0","3.02","0","0","18.94329724535398","56.465312707561445","0","0","0","48.04366385628482"
UTI Mid Cap Fund,"Mid Cap Fund","Growth","11679.708999999999","0","6.03","0","0","9.916699123240145","67.87782041487509","0","0","0","20.50661793029261"
DSP Aggressive Hybrid Fund,"Aggressive Hybrid Fund","Growth","11581.7504","7.3","6.09","0","13.415494604338903","52.37873974559147","8.834564419554404","0","9.327843052117581","0","45.42373404973395"
HDFC Gold ETF FoF,"FoFs - Gold","Growth","11464.353200000001","0","11.15","0","0","0","0","0","0","0","100.0000000000001"
Baroda BNP Paribas Liquid Fund,"Liquid Fund","Growth","11412.028400000001","6.17","0","0","0","0","0","0","1.429731808238401","0","32.66812585219293"
Axis Overnight Fund,"Overnight Fund","Growth","11375.8507","5.33","0","0","0","0","0","0","0","0","99.99999999999994"
ICICI Pru Overnight Fund,"Overnight Fund","Growth","11368.8641297623","5.32","0","0","0","0","0","0","0","0","100.54962632611748"
ICICI Pru Overnight fund-Direct Plan-Unclaimed Redemption IDCW Transitory Scheme,"Overnight Fund","Growth","11368.8641297623","5.32","0","0","0","0","0","0","0","0","100.54962632611748"
ICICI Pru Overnight fund-Direct Plan-Unclaimed IDCW Transitory Scheme,"Overnight Fund","Growth","11368.8641297623","5.32","0","0","0","0","0","0","0","0","100.54962632611748"
ICICI Pru Overnight fund-Direct Plan-Unclaimed Redemption Stable Scheme,"Overnight Fund","Growth","11368.8641297623","5.32","0","0","0","0","0","0","0","0","100.54962632611748"
ICICI Pru Overnight fund-Direct Plan-Unclaimed IDCW Stable Scheme,"Overnight Fund","Growth","11368.8641297623","5.32","0","0","0","0","0","0","0","0","100.54962632611748"
Tata Small Cap Fund,"Small Cap Fund","Growth","11329.8500372201","0","20.32","0","0","0","7.01769835777178","0","0","0","37.25669822065712"
Nippon India Ultra Short Duration Fund,"Ultra Short Duration Fund","Growth","11082.725","7.23","0.03","0","0.452642289844744","0","0","0","48.97535780686008","0","28.741188776146412"
Invesco India Smallcap Fund,"Small Cap Fund","Growth","11038.229599999999","0","3.53","0","0","12.66909414531476","18.76460786791387","0","0","0","36.79640075615024"
Canara Rob Equity Hybrid Fund,"Aggressive Hybrid Fund","Growth","11023.7947","6.83","4.16","0","4.291548535460298","56.75426901772762","12.813675675582015","0","13.767329139393352","0","31.098538146759953"
UTI Arbitrage Fund,"Arbitrage Fund","Growth","10857.5896","7.06","0.08","0","0","43.322645018743366","16.85095925895007","0","0","0","41.57428182770873"
Axis Focused Fund,"Focused Fund","Growth","10793.671299999998","0","10.9","0","0","69.2366370096892","11.35887474172017","0","0","0","53.28547834322138"
Franklin India Focused Equity Fund,"Focused Fund","Growth","10716.014299308","0","12.39","0","0","74.50607806297062","9.416428212896129","0","0","0","60.68071450879687"
Kotak Large Cap Fund,"Large Cap Fund","Growth","10599.2871","0","8.55","0","0","82.94526902663104","10.883860292830441","0","0","0","45.494035160157146"
ICICI Pru Banking & Fin Serv Fund,"Sectoral Fund - Banks & Financial Services","Growth","10588.9819776125","0","10.15","0","0","60.950455989492546","12.139708073144114","0","0","0","68.37100596928546"
SBI Banking & Financial Services Fund,"Sectoral Fund - Banks & Financial Services","Growth","10374.9465","0","9.94","0","0","70.76272248729188","6.588724096071251","0","0","0","70.01004487107478"
HDFC Children's Fund(Lock in),"Solution Oriented - Children's Fund","Growth","10151.9277","7.05","6.77","0","17.069022270519127","37.83808074204471","6.779713374042252","0","11.63729623488159","0","41.43794187974765"
Bandhan Value Fund,"Value Fund","Growth","9907.497","0","8.85","0","0","59.292871963248224","15.747413326637348","0","0","0","43.538414475998934"
DSP Savings Fund,"Money Market Fund","Growth","9809.9028","7.18","0.08","0","4.7730044786988115","0","0","0","0","0","25.798728607178447"
Invesco India Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","9761.1495","0","4.19","0","0","38.13047018693856","36.950691104567156","0","0","0","50.16370869025213"
SBI Conservative Hybrid Fund,"Conservative Hybrid Fund","Growth","9754.0069","7.95","0.69","0","6.466131370073159","7.554804989937004","4.006922529447875","0","55.90059814290268","0","27.504558152404034"
Axis Arbitrage Fund,"Arbitrage Fund","Growth","9717.7455","7.02","0.08","0","0.5181567062031","-0.2512839629315076","-0.051968730813129096","0","0.4148949054078443","0","93.30633654688741"
PGIM India Midcap Fund,"Mid Cap Fund","Growth","9680.9829","0","4.79","0","0","22.28101008473562","64.84731802470122","0","0","0","22.9807762783102"
Axis Multicap Fund,"Multi Cap Fund","Growth","9656.660100000001","0","3.4","0","0","49.09902152401535","24.43014318169903","0","0","0","24.295056776410718"
Kotak Equity Savings Fund,"Equity Savings","Growth","9467.9681","6.77","1.16","0","2.1426184178665055","45.4703492033732","16.512636724777266","0","7.496391216809808","0","40.489208121614595"
UTI Value Fund,"Value Fund","Growth","9433.0008","0","8.94","0","0.26940843681472","62.23635643071291","19.590806140926013","0","0","0","41.38524932596211"
HDFC Overnight Fund,"Overnight Fund","Growth","9431.494200000001","5.27","0","0","0","0","0","0","0","0","99.99999999999993"
Nippon India Low Duration Fund,"Low Duration Fund","Growth","9416.7233","7.42","0.14","0","5.806024923676803","0","0","0","57.53940139407178","0","25.479965073019212"
Mirae Asset Aggressive Hybrid Fund,"Aggressive Hybrid Fund","Growth","9363.4768","7.53","3.78","0","3.9911360703109744","54.58729603516506","11.435129523682905","0","14.759046554160316","0","33.2334341876086"
Nippon India Flexi Cap Fund,"Flexi Cap Fund","Growth","9306.7178","0","8.71","0","0","63.73739489914414","19.055629826068596","0","0","0","33.89972227817386"
BHARAT Bond FOF - April 2030,"FoFs (Domestic) - Debt Oriented","Growth","9302.8853","7.47","0.44","0","0","0","0","0","0","0","99.99999999999996"
HDFC Manufacturing Fund,"Thematic Fund","Growth","9255.0898","0","3.42","0","0","49.45650361667393","22.359012778167905","0","0","0","33.23481713508572"
DSP Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","9241.131","6.23","2.42","0","7.716350953146322","26.401529206760518","5.01796912087925","0","2.8289069811909386","0","49.23423767069203"
Tata Digital India Fund,"Sectoral Fund - Technology","Growth","9238.5819503102","0","30.15","0","0","60.47498507576461","13.371854791715142","0","0","0","69.0188843988264"
Tata Balanced Adv Fund,"Balanced Advantage Fund","Growth","9128.0415042268","7.53","2.87","0","15.101781684074053","45.63749078124802","12.259825938365877","0","9.500047733113965","0","25.8119674292561"
HDFC Defence Fund,"Thematic Fund","Growth","9123.605300000001","0","2.72","0","0","44.59443680668636","23.88866931803808","0","0","0","82.91552134549248"
ICICI Pru Banking & PSU Debt Fund,"Banking & PSU Fund","Growth","9109.4248418844","7.61","0.54","0","14.548247657449044","0","0","0","69.58099786981533","0","30.351447884356777"
ICICI Pru Gilt Fund,"Gilt - Short & Mid Term Fund","Growth","9061.5471531461","7.63","0.98","0","95.02497922786199","0","0","0","0","0","65.76069515823357"
SBI Gilt Fund,"Gilt - Short & Mid Term Fund","Growth","9047.169","6.12","0.45","0","35.448109789924345","0","0","0","0","0","78.15873562215982"
Nippon India Balanced Advantage Fund,"Balanced Advantage Fund","Growth","9031.579","7.48","2.88","0","4.797956871857179","52.504962456311425","11.541520815462112","0","11.88959508290908","0","31.124330781238967"
ICICI Pru Aggressive Hybrid Active FOF,"FoFs (Domestic) - Hybrid","Growth","8977.234899948999","0","6.16","0","0","0","0","0","0","0","99.11456366203079"
Axis Short Duration Fund,"Short Duration Fund","Growth","8955.23180100001","7.67","0.4","0","11.490104912750555","0","0","0","62.348065630193936","0","23.34970443757805"
