Name,Ticker,"Sub-Sector","Market Cap","Expense Ratio","Tracking Error","EBITDA","Net Income","Payout Ratio","Earnings Per Share","Taxes & Other Items","Dividend Per Share","PBIT","Interest & Other Items","Total Revenue","Depreciation & Amortization","PBT","Power & Fuel Cost","Raw Materials"
Aurobindo Pharma Ltd,AUROPHARMA,"Pharmaceuticals","87313.59556625",,,"7172.949999999999","3485.879999999999","0","59.75417499788418","1580.41","0","5523.529999999999","457.24","32345.579999999998","1649.42","5066.289999999999","1012.25","13623.87"
Waaree Energies Ltd,WAAREEENER,"Renewable Energy Equipment & Services","86444.9791942",,,"6322.009999999998","3711.2999999999984","0","129.1","1340.4899999999998","0","5332.289999999998","280.5","27244.92","989.72","5051.789999999998",,
PB Fintech Ltd,POLICYBZR,"Online Services","84553.356966",,,"880.4299999999994","669.9399999999994","0","14.58","37.43","0","744.4599999999994","37.09","7166.45","135.97","707.3699999999993",,
Oracle Financial Services Software Ltd,OFSS,"Software Services","84482.87164515",,,"3748","2639.3","0.8895038545167029","303.54","1040.8","270","3682.6","2.5","7942.7","65.4","3680.1",,
Lenskart Solutions Ltd,LENSKART,"Retail - Speciality","84182.96551755999",,,"1907.17","493.61999999999995","0","2.91","186.71999999999997","0","858.79","178.45","8988.34","1048.38","680.3399999999999",,
Steel Authority of India Ltd,SAIL,"Iron & Steel","82213.975352256",,,"12651.339999999997","3372.7999999999965","0.28763769889840884","8.17","1132.71","2.35","6663.659999999996","2158.15","112130.41","5987.68","4505.509999999997",,
Oil India Ltd,OIL,"Oil & Gas - Exploration & Production","82046.09697804",,,"13498.219999999998","6619.939999999999","0.28255528255528256","40.7","2961.9799999999996","11.5","10786.249999999998","1204.33","36998.84","2711.97","9581.919999999998",,
Hindustan Petroleum Corp Ltd,HINDPETRO,"Oil & Gas - Refining & Marketing","81442.406838175",,,"34381.359999999986","18046.88999999999","0.28593326258695906","84.81","5591.23","24.25","27033.869999999988","3395.75","445520.05","7347.49","23638.119999999988",,
Dabur India Ltd,DABUR,"FMCG - Personal Products","79975.68985548",,,"3034.76","1895.0300000000004","0.7717492984097287","10.69","525.3999999999999","8.25","2565.8300000000004","145.4","13792.34","468.93","2420.4300000000003",,
NHPC Ltd,NHPC,"Renewable Energy","79858.02669975",,,"7292.55","3765.7400000000007","0.42933333333333334","3.75","127.93999999999994","1.61","5316.700000000001","1423.02","13671.93","1975.85","3893.6800000000007",,
Bharti Hexacom Ltd,BHARTIHEXA,"Telecom Services","79785",,,"5080.5","1733.2000000000003","0.51933064050779","34.66","532.9","18","2867.3","601.2","9577.6","2213.2","2266.1000000000004",,
Persistent Systems Ltd,PERSISTENT,"Software Services","79429.42508004",,,"2886.8499999999985","1865.119999999999","0.3340571237681644","119.74","546.1","40","2483.8999999999987","72.68","14928.88","402.95","2411.219999999999",,
IDBI Bank Ltd,IDBI,"Private Banks","78815.10794275",,,"11658.010000000002","9184.810000000001","0","8.57","2473.2000000000003","0","11658.010000000002",,"35631.19","0","11658.010000000002",,
FSN E-Commerce Ventures Ltd,NYKAA,"Wellness Services","78259.66970448001",,,"502.0399999999995","66.07999999999953","0","0.23124145988772057","61.370000000000005","0","235.63999999999953","108.19","7977.08","266.4","127.44999999999953","25.83","4691.18"
NMDC Ltd,NMDC,"Mining - Iron Ore","77790.0016824",,,"9741.059999999998","6531.029999999997","0.44423533470202387","7.428495084060601","2611.93","3.3","9320.639999999998","177.68","25498.84","420.42","9142.959999999997","163.13","209.51"
SRF Ltd,SRF,"Diversified Chemicals","77459.78651325",,,"3431.75","1835.1799999999998","0","61.91","466.46","0","2579.68","278.04","15893.57","852.07","2301.64",,
Torrent Power Ltd,TORNTPOWER,"Power Transmission & Distribution","76220.44991418",,,"5863.989999999998","2416.4299999999976","0.4171011470281543","47.95","900.3399999999999","20","4251.239999999998","934.47","29288.92","1612.75","3316.7699999999977",,
Havells India Ltd,HAVELLS,"Electrical Components & Equipments","75760.08137676",,,"2720.4599999999996","1690.5599999999995","0.3709417512540225","26.958410494891844","519.0100000000001","10","2288.5399999999995","78.97","23051.94","431.92","2209.5699999999997","151.39","14908.83"
National Aluminium Co Ltd,NATIONALUM,"Metals - Aluminium","73906.06310888",,,"8593.86","5797.01","0.33269961977186313","31.56","1951.69","10.5","7848.500000000001","99.8","18508.88","745.36","7748.700000000001",,
ICICI Prudential Life Insurance Company Ltd,ICICIPRULI,"Insurance","73864.763345625",,,"1558.8999999999942","1607.8899999999942","0.14986376021798364","11.01","-48.99","1.65","1558.8999999999942",,"64735.09","0","1558.8999999999942",,
One 97 Communications Ltd,PAYTM,"Online Services","73844.783763",,,"1168","553","0","8.66","29","0","600","18","9291","568","582",,
Fortis Healthcare Ltd,FORTIS,"Hospitals & Diagnostic Centres","73578.22110408",,,"1577.0700000000006","774.2200000000005","0.09751209578672723","10.255138010643742","232.82999999999998","1","1191.4600000000005","184.41","8216.33","385.61","1007.0500000000005","123.41","1838.07"
Laurus Labs Ltd,LAURUSLABS,"Pharmaceuticals","73479.87937601999",,,"1832.6600000000008","888.7900000000009","0.07285974499089254","16.47","293.09","1.2","1352.6100000000008","170.73","6867.85","480.05","1181.8800000000008",,
AU Small Finance Bank Ltd,AUBANK,"Consumer Finance","72909.3165114",,,"3474.040000000001","2641.250000000001","0","35.4","832.79","0","3474.040000000001",,"21614.28","0","3474.040000000001",,
Suzlon Energy Ltd,SUZLON,"Renewable Energy Equipment & Services","72102.566228063",,,"1960.6199999999994","2071.629999999999","0","1.5189134713856267","-625","0","1701.4299999999994","254.8","10993.13","259.19","1446.6299999999994","65.29","7139.17"
Federal Bank Ltd,FEDERALBNK,"Private Banks","71464.5918168",,,"5863.429999999997","4337.739999999996","0.06791171477079795","17.67","1525.69","1.2","5863.429999999997",,"34272.42","0","5863.429999999997",,
Nippon Life India Asset Management Ltd,NAM-INDIA,"Asset Management","70403.3293131",,,"2012.2400000000002","1529.3800000000003","0.8939708939708939","24.05","442.58","21.5","1971.9600000000003",,"2933.07","40.28","1971.9600000000003",,
Biocon Ltd,BIOCON,"Biotechnology","70076.08411625",,,"3394.8999999999996","385.5999999999996","0.1773049645390071","2.82","62.300000000000026","0.5","1438.1999999999996","990.3","17269.5","1956.7","447.89999999999964",,
Indusind Bank Ltd,INDUSINDBK,"Private Banks","69897.94264728001",,,"1210.4599999999991","889.1899999999991","0.13134851138353765","11.42","321.27","1.5","1210.4599999999991",,"53479.87","0","1210.4599999999991",,
L&T Finance Ltd,LTF,"Consumer Finance","69062.740248435",,,"4207.860000000001","2981.1800000000003","0.2305789791584205","11.926499154593785","1016.9900000000001","2.75","3998.1700000000005",,"17917.03","209.69","3998.1700000000005",,
Yes Bank Ltd,YESBANK,"Private Banks","69048.1649132",,,"4643.420000000002","3511.710000000002","0","1.12","1131.7099999999998","0","4643.420000000002",,"37292.75","0","4643.420000000002",,
Bajaj Housing Finance Ltd,BAJAJHFL,"Consumer Finance","68836.39147959",,,"3367.3500000000004","2560.34","0","3.07","759.6800000000001","0","3320.0200000000004",,"11150.29","47.33","3320.0200000000004",,
General Insurance Corporation of India,GICRE,"Insurance","67790.016",,,"9119.21","7431.849999999999","0.23606504436984063","42.36120611035111","1672.8000000000002","10","9104.65",,"49941.19","14.56","9104.65",,
Adani Total Gas Ltd,ATGL,"Gas Distribution","67154.40366798",,,"1254.46","655.72","0.04194630872483222","5.96","226.17000000000002","0.25","1011.32","129.43","5954.27","243.14","881.8900000000001",,
Glenmark Pharmaceuticals Ltd,GLENMARK,"Pharmaceuticals","67135.5724611",,,"2092.270000000002","1047.070000000002","0.06737566638333622","37.105384394659076","352.12","2.5","1606.2600000000018","207.07","13435.46","486.01","1399.1900000000019","131.4","4567.28"
Dixon Technologies (India) Ltd,DIXON,"Home Electronics & Appliances","66863.8417321",,,"2601.010000000002","1438.6400000000021","0.03682020692956295","271.59","631.9200000000001","10","2208.030000000002","137.47","49607.29","392.98","2070.560000000002",,
Swiggy Ltd,SWIGGY,"Online Services","66806.21177307",,,"-2737","-4154","0","-16.87","0","0","-3954","200","23561","1217","-4154",,
Alkem Laboratories Ltd,ALKEM,"Pharmaceuticals","65001.51225",,,"3005.8899999999994","2165.4799999999996","0.2484633891793044","181.11320202400364","361.54999999999995","45","2648.7299999999996","121.7","13458.26","357.16","2527.0299999999997","168.99","4954.39"
Indian Overseas Bank,IOB,"Public Banks","64490.31922345501",,,"6268.029999999999","5208.029999999999","0","2.81","1060","0","6268.029999999999",,"37532.15","0","6268.029999999999",,
Bank of India Ltd,BANKINDIA,"Public Banks","63359.478691122",,,"13552.699999999997","10086.309999999998","0.20538869257950532","22.64","3466.39","4.65","13552.699999999997",,"85649.56","0","13552.699999999997",,
CPSE ETF,CPSEETF,"Equity","63157.683627809995","0.07","0.04603607281252387",,,,,,,,,,,,,
Schaeffler India Ltd,SCHAEFFLER,"Auto Parts","62754.3604683",,,"1911.4600000000005","1150.3500000000004","0.4755620854522535","73.59712027235192","412.01","35","1567.7400000000005","5.38","9834.130000000001","343.72","1562.3600000000004","121.56","6026.64"
Phoenix Mills Ltd,PHOENIXLTD,"Real Estate","62418.99210175",,,"2778.86","1223.8200000000002","0.07303534910896875","34.23","807.89","2.5","2418.55","386.84","4593.55","360.31","2031.7100000000003",,
Linde India Ltd,LINDEINDIA,"Commodity Chemicals","61886.49641995",,,"839.9700000000004","454.85000000000036","0.2249995989886774","53.33342838803847","158.66","12","626.1400000000003","12.63","2560.25","213.83","613.5100000000003","522.89","578.17"
Info Edge (India) Ltd,NAUKRI,"Online Services","61033.06009555",,,"2094.12","962.1399999999999","0.4031033872409421","14.884518934626795","982.48","6","1981.03","36.41","4117.34","113.09","1944.62","9.82","0"
UNO Minda Ltd,UNOMINDA,"Auto Parts","61002.53698584",,,"2506.959999999999","1197.1299999999992","0.12752646775745907","20.78","419.25","2.65","1803.3999999999992","187.02","19940.89","703.56","1616.3799999999992",,
Jindal Stainless Ltd,JSL,"Iron & Steel","60720.98227968001",,,"5870.300000000003","3193.4500000000025","0.10319917440660475","38.76","1048.62","4","4810.000000000003","567.93","43322.87","1060.3","4242.070000000002",,
Bank of Maharashtra Ltd,MAHABANK,"Public Banks","60570.99523125",,,"7859.190000000002","7020.640000000002","0.24122807017543862","9.12","838.55","2.2","7859.190000000002",,"32823.72","0","7859.190000000002",,
Coforge Ltd,COFORGE,"IT Services & Consulting","60298.892147119994",,,"2853.499999999998","1555.6999999999982","0.08613264427217916","46.44","447.29999999999995","4","2171.599999999998","168.6","16546.1","681.9","2002.9999999999982",,
Prestige Estates Projects Ltd,PRESTIGE,"Real Estate","59776.74159696",,,"2901.9000000000024","467.50000000000216","0.16009255559358213","11.243495947241655","288.30000000000007","1.8","2089.600000000002","1333.8","7735.500000000001","812.3","755.8000000000022","192.5","0"
Colgate-Palmolive (India) Ltd,COLPAL,"FMCG - Personal Products","59439.74045436",,,"2096.8999999999996","1436.8099999999997","0.9654211297248769","52.826687162455045","493.03000000000003","51","1934.1599999999996","4.32","6179.01","162.74","1929.8399999999997","51.18","1888.97"
SBI Cards and Payment Services Ltd,SBICARD,"Payment Infrastructure","59413.482462215004",,,"3049.4399999999987","2166.7099999999987","0.10979358805445762","22.77","746.48","2.5","2913.1899999999987",,"20707.62","136.25","2913.1899999999987",,
Berger Paints India Ltd,BERGEPAINT,"Paints","59285.41297614",,,"1937.7600000000002","1126.8700000000003","0.4136504653567735","9.67","361.23","4","1545.6700000000003","57.57","12038","392.09","1488.1000000000004",,
Oberoi Realty Ltd,OBEROIRLTY,"Real Estate","59147.17589279",,,"3647.07","2507.4300000000003","0.1152073732718894","69.44","768.18","8","3516.2400000000002","240.63","6321.04","130.83","3275.61",,
IDFC First Bank Ltd,IDFCFIRSTB,"Private Banks","58717.316151171995",,,"1807","1610.56","0.1322751322751323","1.89","196.44","0.25","1807",,"48422.39","0","1807",,
Abbott India Ltd,ABBOTINDIA,"Pharmaceuticals","58318.709339",,,"2180.2199999999993","1552.0199999999995","0.6503642039542143","730.36","527.25","475","2104.2599999999993","24.99","7217.19","75.96","2079.2699999999995",,
Tube Investments of India Ltd,TIINDIA,"Cycles","57502.621851209995",,,"2578.75","636.8400000000001","0.10635065329687027","32.91","1215.6399999999999","3.5","1914.47","61.99","23236.59","664.28","1852.48",,
Vishal Mega Mart Ltd,VMM,"FMCG - Foods","57111.440230484",,,"1969.9099999999999","839.2299999999998","0","1.8","285.78","0","1296.4899999999998","171.48","12992.61","673.42","1125.0099999999998",,
Rail Vikas Nigam Ltd,RVNL,"Specialized Finance","56212.141896",,,"2220.290000000001","1281.3900000000012","0.27987065389928095","6.145696149404033","368.64","1.72","2189.550000000001","539.52","21018.21","30.74","1650.030000000001","4.33","0"
Fertilisers And Chemicals Travancore Ltd,FACT,"Fertilizers & Agro Chemicals","56120.55230501999",,,"335.8900000000004","41.22000000000039","0.612222391703051","0.6370234171199074","12.51","0.39","299.2700000000004","245.54","4291.97","36.62","53.73000000000039","358.56","2701.78"
Max Financial Services Ltd,MFSL,"Insurance","56094.95487834",,,"235.06000000000495","83.97000000000494","0","2.45","36.92","0","232.75000000000495","111.86","47697.55","2.31","120.89000000000495",,
HDB Financial Services Ltd,HDBFS,"Consumer Finance","55785.506099959995",,,"3595.600000000002","2543.800000000002","0.12915724895059735","30.97","842.5","4","3386.300000000002",,"18429.7","209.3","3386.300000000002",,
Coromandel International Ltd,COROMANDEL,"Fertilizers & Agro Chemicals","55117.65406724",,,"3493.350000000002","1956.1500000000021","0.16563770516488482","66.41","660.99","11","2959.7300000000023","342.59","31827.45","533.62","2617.140000000002",,
JSW Infrastructure Ltd,JSWINFRA,"Ports","54818.90248637",,,"2869.9500000000003","1523.3100000000004","0.12295081967213115","7.32","349.53","0.9","2255.8300000000004","382.99","5707.39","614.12","1872.8400000000004",,
MRF Ltd,MRF,"Tires & Rubber","53915.5303875",,,"5341.970000000001","2426.1000000000013","0.04108111509879571","5720.39","796.0400000000001","235","3588.340000000001","366.2","31653.64","1753.63","3222.1400000000012",,
Hindustan Copper Ltd,HINDCOPPER,"Mining - Copper","53631.1521492",,,"1438.0700000000002","918.54","0.30105263157894735","9.5","314.18","2.86","1237.63","4.91","3149.67","200.44","1232.72",,
UPL Ltd,UPL,"Fertilizers & Agro Chemicals","53607.38439243",,,"9802","1922","0","22.32","1235","0","6558","3401","52563","3244","3157",,
Knowledge Realty Trust,KRT,"Real Estate","52055.416211799",,,"2532.5699999999997","375.42999999999967","0","1.32","424.71","0","1482.0899999999997","681.95","3121.79","1050.48","800.1399999999996",,
Godrej Properties Ltd,GODREJPROP,"Real Estate","51789.65898754",,,"2803.0199999999995","1850.1999999999994","0.16278691193228065","61.43","700.3800000000001","10","2687.4399999999996","136.86","8410.88","115.58","2550.5799999999995",,
APL Apollo Tubes Ltd,APLAPOLLO,"Building Products - Pipes","51563.94239255",,,"1913.6699999999983","1203.0799999999983","0.19612367328103367","43.34","354.3","8.5","1682.7499999999982","125.37","23190.85","230.92","1557.3799999999983",,
Altius Telecom Infrastructure Trust,ALTIUSINVIT,"Telecom Infrastructure","51196.32",,,"10208.199999999999","1106.5999999999988","6.462809917355372","3.63","214.3","23.46","5610.499999999999","4289.6","24426.1","4597.7","1320.8999999999987",,
Motilal Oswal Financial Services Ltd,MOTILALOFS,"Diversified Financials","50944.445794440006",,,"2575.710000000001","1869.3100000000009","0.1928020565552699","31.12","595.73","6","2465.040000000001",,"9416.42","110.67","2465.040000000001",,
Apar Industries Ltd,APARINDS,"Electrical Components & Equipments","50917.356094",,,"1681.2300000000023","821.3000000000021","0.2494318842079624","204.464638359862","284.34000000000003","51","1549.0800000000022","443.44","18680.61","132.15","1105.6400000000021","204.39","14968.31"
Patanjali Foods Ltd,PATANJALI,"Packaged Foods & Meats","50830.993015425",,,"2088.7100000000014","1300.6900000000016","0.278391640590763","11.97341986727718","424.83","3.3333000003333297","1820.3200000000015","94.8","34289.4","268.39","1725.5200000000016","302.61","29044.02"
Tata Communications Ltd,TATACOMM,"Telecom Services","50604.6",,,"4984.040000000001","1001.5700000000012","0.49800796812749004","35.14","394.13","17.5","2157.300000000001","761.6","25181.71","2826.74","1395.7000000000012",,
Thermax Limited,THERMAX,"Industrial Machinery","49735.514733209995",,,"1354.5400000000009","720.5000000000009","0.3127443315089914","63.95","287.44","20","1146.900000000001","138.96","11022.84","207.64","1007.940000000001",,
Sundaram Finance Ltd,SUNDARMFIN,"Consumer Finance","49371.6753925",,,"2669.9500000000007","1879.440000000001","0.20690392350913026","169.16063942332886","567.9499999999999","35","2447.390000000001",,"8562.98","222.56","2447.390000000001",,
NLC India Ltd,NLCINDIA,"Metals - Diversified","49177.067338185",,,"7475.279999999999","3522.199999999999","0.18509615384615385","20.8","352.9200000000001","3.85","5096.699999999999","1221.58","19376.37","2378.58","3875.119999999999",,
KEI Industries Ltd,KEI,"Cables","48945.5926281",,,"1387.6000000000004","918.4300000000004","0.046831095847642834","96.09","313.89","4.5","1296.4300000000003","64.11","11906.32","91.17","1232.3200000000004",,
