Name,Ticker,"Sub-Sector","Market Cap","Lot Size","Fair Value","Future Close Price","1D Change in Future OI","Rollover Cost","Highest Put OI Strike","1D Change in Future Volume","Basis","Put Call Ratio","Cash & Carry Profit","1W Change in Put OI","Future Open Interest","Highest 1D OI Change CE Strike","Highest 1D OI Change PE Strike","Highest 1W OI Change CE Strike","1W Change in Future Volume","1W Change in Future OI","Fair Value Spread","Future Volume","Highest 1W OI Change PE Strike","Highest Call OI Strike","1 D Change in Call OI","1D Change in Put OI","Call Open Interest","1W Change in Call OI","Percentage Rollover","Calendar Spread","Put Open Interest"
Pritika Engineering Components Ltd,PRITIKA,"Industrial Machinery","187.191713",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landmarc Leisure Corporation Ltd,LANDMARC,"Hotels, Resorts & Cruise Lines","187.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aviva Industries Ltd,AVIVA,"Building Products - Glass","187.154624",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shri Techtex Ltd,SHRITECH,"Textiles","187.125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pil Italica Lifestyle Ltd,PILITA,"Home Furnishing","187.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simca Advertising Ltd,SIMCA,"Advertising","186.816818",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forcas Studio Ltd,FORCAS,"Apparel & Accessories","186.2601",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akanksha Power and Infrastructure Ltd,AKANKSHA,"Electronic Equipments","186.01494",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahlon Silk Industries Ltd,SHAHLON,"Textiles","185.749096",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC Agrotech Ltd,SCAGRO,"Agro Products","185.351805",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aarvi Encon Ltd,AARVI,"Outsourced services","185.0448858",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACE Software Exports Ltd,ACESOFT,"Software Services","185.010771116",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worth Investment & Trading Co Ltd,WORTH,"Specialized Finance","184.987783",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grover Jewells Ltd,GJL,"Precious Metals, Jewellery & Watches","184.9668",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savera Industries Ltd,SAVERA,"Hotels, Resorts & Cruise Lines","184.884",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Birla Sun Life Nifty Next 50 ETF,ABSLNN50ET,"Equity","184.47251823",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gourmet Gateway India Ltd,GOURMET,"Business Support Services","184.444300844",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virinchi Ltd,VIRINCHI,"Software Services","184.41720249600002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleganz Interiors Ltd,ELGNZ,"Construction & Engineering","184.41294815999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shivalic Power Control Ltd,SPCL,"Electrical Components & Equipments","184.36493933",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunwal E-Motors Ltd,TUNWAL,"Two Wheelers","183.876091",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aashka Hospitals Ltd,AASHKA,"Health Care Equipment & Supplies","183.3858",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chatha Foods Ltd,CHATHA,"Packaged Foods & Meats","183.0222804",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byke Hospitality Ltd,BYKE,"Hotels, Resorts & Cruise Lines","182.6115949",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhara Rail Projects Ltd,DHARARAIL,"Rail","182.59182",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justo Realfintech Ltd,JUSTO,"Real Estate","182.3419774",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagpur Power and Industries Ltd,NAGPI,"Mining - Manganese","181.50372702",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahalaxmi Rubtech Ltd,MHLXMIRU,"Textiles","181.489879475",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rikhav Securities Ltd,RIKHAV,"Investment Banking & Brokerage","181.389204",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panchsheel Organics Ltd,PANCHSHEEL,"Pharmaceuticals","181.17742125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abans Enterprises Ltd,ABANSENT,"Commodities Trading","181.13784135999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducol Organics & Colours Ltd,DUCOL,"Commodity Chemicals","181.02587338",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Integrated Personnel Services Ltd,IPSL,"Employment Services","180.73671",,,,,,,,,,,,,,,,,,,,,,,,,,,,
VijayPD Ceutical Ltd,VIJAYPD,"Pharmaceuticals","179.95684149000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosmo Ferrites Ltd,COSMOFE,"Electrical Components & Equipments","179.8485",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omega Interactive Technologies Ltd,OMEGAIN,"Software Services","179.59946819",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Admach Systems Ltd,ADMACH,"Industrial Machinery","179.4792",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Merchants Ltd,PML,"Tour & Travel Services","179.35002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kotak S&P BSE Sensex ETF,SENSEX1,"Equity","179.0865119",,,,,,,,,,,,,,,,,,,,,,,,,,,,
earKART Ltd,EARKART,"Health Care Equipment & Supplies","178.801116",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rex Pipes and Cables Industries Ltd,REXPIPES,"Building Products - Pipes","178.5105",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDG Petchem Ltd,CDG,"Plastic Products","178.3836825",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parshva Enterprises Ltd,PARSHVA,"Precious Metals, Jewellery & Watches","178.3206075",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parnax Lab Ltd,PARNAXLAB,"Pharmaceuticals","178.3141884",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspinwall and Company Ltd,ASPINWALL,"Tea & Coffee","178.225693248",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arvee Laboratories (India) Ltd,ARVEE,"Specialty Chemicals","178.14932",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jattashankar Industries Ltd,JATTAINDUS,"Textiles","177.984647",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quest Laboratories Ltd,QUESTLAB,"Pharmaceuticals","177.964992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaswani Industries Ltd,VASWANI,"Iron & Steel","177.54681851700002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeal Aqua Ltd,ZEAL,"Packaged Foods & Meats","177.500928",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lancor Holdings Ltd,LANCORHOL,"Real Estate","177.47750127999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sadhav Shipping Ltd,SADHAV,"Business Support Services","177.463",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Ram Twistex Ltd,SRTL,"Textiles","177.209175",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini Diamonds (India) Ltd,MINID,"Precious Metals, Jewellery & Watches","177.12190674000001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shivam Chemicals Ltd,SHIVAM,"Agricultural & Farm Machinery","177.00454",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baroda Extrusion Ltd,BAROEXT,"Industrial Machinery","176.88790756",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOYAL EQUIPMENTS Ltd,LOYAL,"Industrial Machinery","176.8481",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigan Quantum Technologies Ltd,SHIGAN,"Auto Parts","176.746743",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolfin Rubbers Ltd,DOLFIN,"Auto Parts","176.2753519",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laxmipati Engineering Works Ltd,LAXMIPATI,"Construction & Engineering","176.0112",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trigyn Technologies Ltd,TRIGYN,"IT Services & Consulting","175.971266976",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVI Polymers Ltd,AVI,"Commodities Trading","175.941007",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPEB Adhesives Ltd,SPEB,"Specialty Chemicals","175.56061455",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL Ltd,CHLLTD,"Hotels, Resorts & Cruise Lines","175.418528",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beacon Trusteeship Ltd,BEACON,"Diversified Financials","175.41030523",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golkunda Diamonds and Jewellery Ltd,GOLKUNDIA,"Precious Metals, Jewellery & Watches","175.320714",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alphalogic Industries Ltd,ALPHAIND,"Education Services","175.25424",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bharat Gears Ltd,BHARATGEAR,"Auto Parts","174.786625214",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neochem Bio Solutions Ltd,NEOCHEM,"Specialty Chemicals","174.374869305",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niraj Cement Structurals Ltd,NIRAJ,"Construction & Engineering","174.3074728",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanchi Karpooram Ltd,KANCHI,"Commodity Chemicals","174.168309645",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimia Biosciences Ltd,KIMIABL,"Pharmaceuticals","174.11088687999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Crest Education & Services Ltd,GOLDENCREST,"Education Services","174.0291",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Ocean Logistics India Ltd,GLOBALLOG,"Logistics","173.60114582",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamdhenu Ventures Ltd,KAMOPAINTS,"Commodity Chemicals","173.383",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal Arc Electrodes Ltd,ROYALARC,"Cables","173.16312",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Munish Forge Ltd,MUNISH,"Auto Parts","172.94483965499998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shri Dinesh Mills Ltd,SHRIDINE,"Textiles","172.69394597000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajputana Industries Ltd,RAJINDLTD,"Metals - Copper","172.16625",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durlax Top Surface Ltd,DURLAX,"Building Products - Ceramics","171.56793414",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRS Dilip Roadlines Ltd,DRSDILIP,"Logistics","171.033586065",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esconet Technologies Ltd,ESCONET,"IT Services & Consulting","171.02324448",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Credent Global Finance Ltd,CGFL,"Asset Management","170.67783570999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
M Tek Copper Ltd,MCL,"Metals - Copper","170.6196408",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Flex Plastics Ltd,MEGAFLEX,"Packaging","170.5622115",,,,,,,,,,,,,,,,,,,,,,,,,,,,
South India Paper Mills Ltd,STHINPA,"Paper Products","170.2875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN Industries Ltd,GLEN,"Packaging","169.89733357",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishan Dyes and Chemicals Ltd,ISHANCH,"Specialty Chemicals","169.614914164",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanishk Steel Industries Ltd,KANSHST,"Iron & Steel","169.59274533599998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajputana Biodiesel Ltd,RAJPUTANA,"Oil & Gas - Refining & Marketing","169.50735",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB Estate Developers Ltd,HBESD,"Real Estate","169.375529019",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ameenji Rubber Ltd,AMEENJI,"Tires & Rubber","169.2564",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shradha AI Technologies Ltd,SHRAAITECH,"IT Services & Consulting","169.08201308",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auro Laboratories Ltd,AUROLAB,"Pharmaceuticals","168.838425",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bharat Road Network Ltd,BRNL,"Roads","168.82345",,,,,,,,,,,,,,,,,,,,,,,,,,,,
S D Retail Ltd,SDREAMS,"Retail - Apparel","168.501474",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP Capital Ltd,CPCAP,"Education Services","168.46661514000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fractal Industries Ltd,FIL,"Conglomerates","168.083486805",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GP Petroleums Ltd,GULFPETRO,"Commodity Chemicals","168.044526368",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bambino Agro Industries Ltd,BAMBINO,"FMCG - Foods","167.14461602",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jhaveri Credits and Capital Ltd,JHACC,"Investment Banking & Brokerage","167.04733295999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ausom Enterprise Ltd,AUSOMENT,"Commodities Trading","166.97025331199998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeron Composite Ltd,AERON,"Building Products - Others","166.796",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATV Projects India Ltd,ATVPR,"Industrial Machinery","166.68247965",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGB Forge Ltd,LGBFORGE,"Auto Parts","166.50352163699998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Fittings Ltd,NATFIT,"Iron & Steel","166.31306242",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald Tyre Manufacturers Ltd,ETML,"Tires & Rubber","166.0372648",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemkart India Ltd,CHEMKART,"Specialty Chemicals","165.63531",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winsome Textile Industries Ltd,WINSOMTX,"Textiles","165.61592",,,,,,,,,,,,,,,,,,,,,,,,,,,,
APT Packaging Ltd,APTPACK,"Plastic Products","165.50667267",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Super House Ltd,SUPERHOUSE,"Footwear","165.430125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empower India Ltd,EMPOWER,"Renewable Energy Equipment & Services","165.25939552",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Krishna Paper Mills & Industries Ltd,SKPMIL,"Paper Products","164.964496",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rama Vision Ltd,RAMAVISION,"FMCG - Personal Products","164.94352812",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeevan Scientific Technology Ltd,JSTL,"Labs & Life Sciences Services","164.9290302",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEV Information Technology Ltd,DEVIT,"IT Services & Consulting","164.80749973599998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannah Joseph Hospital Ltd,HANNAH,"Hospitals & Diagnostic Centres","164.767417017",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK Play India Ltd,OKPLA,"Industrial Machinery","164.40781095",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp Chucks and Machines Ltd,SCML,"Industrial Machinery","164.10368544000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamboli Industries Ltd,TAMBOLIIN,"Industrial Machinery","164.0768",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sadbhav Engineering Ltd,SADBHAV,"Construction & Engineering","164.0216848",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flywings Simulator Training Centre Ltd,FWSTC,"Airlines","163.90264644",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFC BSE Sensex ETF,HDFCSENSEX,"Equity","163.80679",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tips Films Ltd,TIPSFILMS,"Movies & TV Serials","163.64284953",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coral Laboratories Ltd,CORALAB,"Pharmaceuticals","163.178505",,,,,,,,,,,,,,,,,,,,,,,,,,,,
QMS Medical Allied Services Ltd,QMSMEDI,"Hospitals & Diagnostic Centres","162.4345212",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patels Airtemp (India) Ltd,PATELSAI,"Industrial Machinery","162.4114256",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMJ Land Holdings Ltd,AMJLAND,"Real Estate","162.401",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manas Properties Ltd,MANAS,"Real Estate","162.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVP Ltd,IVP,"Commodity Chemicals","162.184286678",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maheshwari Logistics Ltd,MAHESHWARI,"Logistics","162.165975748",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smartlink Holdings Ltd,SMARTLINK,"Communication & Networking","161.684775",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abate AS Industries Ltd,ABATEAS,"Health Care Equipment & Supplies","161.5466174",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmbi Industries Ltd,EMMBI,"Packaging","161.4256975",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Pet Industries Ltd,GLOBALPET,"Industrial Machinery","161.31067848",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esprit Stones Ltd,ESPRIT,"Construction & Engineering","161.29722",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karbonsteel Engineering Ltd,KARBON,"Construction & Engineering","161.2167708",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy-Mission Machineries (India) Ltd,EMMIL,"Industrial Machinery","160.8363",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactose (India) Ltd,LACTOSE,"Pharmaceuticals","160.824475",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaysynth Orgochem Ltd,JAYSYNTH,"Specialty Chemicals","160.6728078",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallard Steel Ltd,GALLARD,"Industrial Machinery","160.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natural Capsules Ltd,NATCAPSUQ,"Pharmaceuticals","160.341445452",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Terrain Fashions Ltd,INDTERRAIN,"Apparel & Accessories","160.260881821",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecoplast Ltd,ECOPLAST,"Commodity Chemicals","160.238142125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPT Industries Ltd,KPT,"Industrial Machinery","160.174",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machino Plastics Ltd,MACPLASQ,"Auto Parts","160.109112",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incredible Industries Ltd,INCREDIBLE,"Iron & Steel","159.8384975",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhagwati Autocast Ltd,BGWTATO,"Iron & Steel","159.7339278",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Star Delta Transformers Ltd,STARDELTA,"Heavy Electrical Equipments","159.220614",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enfuse Solutions Ltd,ENFUSE,"IT Services & Consulting","159.168324",,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPW India Ltd,EPWINDIA,"Electronic Equipments","158.99246",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archidply Industries Ltd,ARCHIDPLY,"Wood Products","158.939865",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanjivani Paranteral Ltd,SANJIVIN,"Pharmaceuticals","158.835999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shubhshree Biofuels Energy Ltd,SHUBHSHREE,"Renewable Energy","158.8326",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galaxy Bearings Ltd,GALXBRG,"Heavy Machinery","158.7456",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hindustan Adhesives Ltd,HINDADH,"Packaging","158.2215775",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Century Extrusions Ltd,CENTEXT,"Metals - Aluminium","157.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Technocrats Ltd,MARC,"Business Support Services","157.37865147",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amba Enterprises Ltd,AEL,"Electrical Components & Equipments","157.3697664",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPTAIN PIPES Ltd,CAPPIPES,"Building Products - Others","157.3322752",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indowind Energy Ltd (chennai),INDOWIND,"Renewable Energy","157.29912009",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aksharchem (India) Ltd,AKSHARCHEM,"Specialty Chemicals","157.071184747",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metroglobal Ltd,METROGLOBL,"Commodities Trading","156.979590625",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Available Finance Ltd,AVAILFC,"Specialized Finance","156.932906",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemtech Industrial Valves Ltd,CHEMTECH,"Industrial Machinery","156.883266497",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKP Securities Ltd,LKPSEC,"Diversified Financials","156.563508498",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digicontent Ltd,DGCONTENT,"Online Services","156.428447016",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kritika Wires Ltd,KRITIKA,"Iron & Steel","156.30636",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winsol Engineers Ltd,WINSOL,"Construction & Engineering","156.244284",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xelpmoc Design and Tech Ltd,XELPMOC,"IT Services & Consulting","156.238247601",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rathi Steel and Power Ltd,RATHIST,"Iron & Steel","155.971585224",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autoriders International Ltd,AUTOINT,"Tour & Travel Services","155.9590362",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kore Digital Ltd,KDL,"Telecom Infrastructure","155.95128",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baid Finserv Ltd,BAIDFIN,"Consumer Finance","155.507659428",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avi Ansh Textile Ltd,AVIANSH,"Textiles","155.49334625",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umiya Buildcon Ltd,UMIYA-MRO,"Real Estate","155.343781028",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bansal Roofing Products Ltd,BRPL,"Building Products - Glass","155.23218",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milkfood Ltd,MLKFOOD,"FMCG - Foods","155.14273752",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trustedge Capital Ltd,TRUSTEDGE,"Specialized Finance","155.0308704",,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK Agri Genetics Ltd,JK AGRI,"Seeds","154.944118645",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shri Bajrang Alliance Ltd,SHBAJRG,"Iron & Steel","154.665",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aayush Wellness Ltd,AAYUSH,"Wellness Services","154.337957529",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bharat Agri Fert & Realty Ltd,BHARATAGRI,"Commodity Chemicals","154.3369212",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resonance Specialties Ltd,RESONANCE,"Specialty Chemicals","153.962328",,,,,,,,,,,,,,,,,,,,,,,,,,,,
K V Toys India Ltd,KVTOYS,"Building Products - Glass","153.8914",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHP India Ltd,DHPIND,"Industrial Machinery","153.885",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jyoti Ltd,JYOTI,"Heavy Electrical Equipments","153.819995108",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methodhub Software Ltd,METHODHUB,"Software Services","153.806045358",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motilal Oswal Nifty Midcap 100 ETF,MOM100,"Equity","153.6408456",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dcm Ltd,DCM,"Conglomerates","153.53109677999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
B D Industries (Pune) Ltd,BDI,"Plastic Products","152.8996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonal Mercantile Ltd,SONAL,"Diversified Financials","152.5732108",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine Housing Development Corporation Ltd,ALPINEHOU,"Real Estate","152.533102582",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equippp Social Impact Technologies Ltd,EQUIPPP,"IT Services & Consulting","152.065456875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeyyam Global Foods Ltd,JEYYAM,"FMCG - Foods","151.9896192",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCME Global Ltd,CCME,"Biotechnology","151.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Eastern Carrying Corporation Ltd,NECCLTD,"Logistics","151.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yashhtej Industries (India) Ltd,YASHHTEJ,"Agro Products","151.3329372",,,,,,,,,,,,,,,,,,,,,,,,,,,,
VL E-Governance & IT Solutions Ltd,VLEGOV,"IT Services & Consulting","151.072701297",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Inject Kerala Ltd,GUJINJEC,"Diversified Chemicals","151.03119",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Ambe Supermarkets Ltd,CITYSQUARE,"Retail - Speciality","150.91481823",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prajay Engineers Syndicate Ltd,PRAENG,"Construction & Engineering","150.641693814",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modern Threads (India) Ltd,MODTHREAD,"Textiles","150.54166764000001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kotak Nifty PSU Bank ETF,PSUBANK,"Equity","150.28611015",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruchi Infrastructure Ltd,RUCHINFRA,"Agro Products","150.11186311199998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indbank Merchant Banking Services Ltd,INDBANK,"Investment Banking & Brokerage","150.0870724",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITCON Consultancy & Engineering Services Ltd,MITCON,"Education Services","149.745957167",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raaj Medisafe India Ltd,RAAJMEDI,"Health Care Equipment & Supplies","149.4612392",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keynote Financial Services Ltd,KEYFINSERV,"Investment Banking & Brokerage","148.824040195",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Jalaram Technologies Ltd,KORE,"Electrical Components & Equipments","148.713125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suraj Industries Ltd,SURJIND,"Packaged Foods & Meats","148.435866648",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tilak Ventures Ltd,TILAK,"Diversified Financials","148.417036398",,,,,,,,,,,,,,,,,,,,,,,,,,,,
