Name,Ticker,"Sub-Sector","Market Cap","Additional Paid–in Capital","Investing Cash Flow","Net Change in Cash","Total Liabilities","Loans & Advances","Financing Cash Flow","Long Term Investments","Total Cash Dividend Paid","Reserves & Surplus","Capital Expenditure","Net Property,Plant & Equipment","Operating Cash Flow"
Rox Hi-Tech Ltd,ROXHITECH,"IT Services & Consulting","88.1590488","41.14","60.8","27.449999999999996","95.64999999999999",,"1","0.01","0","46.17","0","33.36","-34.35"
Flomic Global Logistics Ltd,FLOMIC,"Logistics","88.116546","0","-2.12","-11.900000000000002","162.46999999999997",,"-26.44","0","0","28.71","2.38","76.32000000000001","16.66"
Refractory Shapes Ltd,REFRACTORY,"Construction & Engineering","87.854","12.6","-10.49","0.7100000000000009","24.209999999999994",,"10.14","6.58","0","11.299999999999999","10.16","26.729999999999997","1.06"
Rexnord Electronics and Controls Ltd,REXNORD,"Industrial Machinery","87.7812","23.71","-24.81","0.020000000000003126","43.64999999999999",,"20.75","0","0","55.080000000000005","27.97","69.76","4.08"
Vdeal System Ltd,VDEAL,"Electrical Components & Equipments","87.4414248","13.75","-1.31","0.23999999999999844","23.269999999999996",,"15.28","0","0","7","1.28","3.75","-13.73"
Sheel Biotech Ltd,SHEEL,"Seeds","87.41420225","1.97","-2.25","-0.1399999999999988","29.440000000000005",,"-7.1","0.79","1.5","66.93","1.24","7.49","9.21"
AMD Industries Ltd,AMDIND,"Packaging","87.112874205","65.04","-12.07","-3.0199999999999996","164.57999999999996",,"-31.24","0","0","72.92999999999999","12.62","101.87","40.29"
Classic Electrodes (India) Ltd,CLASSICEIL,"Industrial Machinery","87.04018275","0.02","-11.25","-0.10000000000000009","69.94999999999999",,"3.56","0.33","0","31.99","3.83","17.21","7.59"
Advik Capital Ltd,ADVIKCA,"Specialized Finance","87.018420775","87.88","-7.89","-0.04000000000000625","169.05999999999997","290.62","119.52","23.92","0","16.200000000000003","3.94","2.87","-111.67"
Mangalam Industrial Finance Ltd,MANGIND,"Diversified Financials","86.932925608","0","0","-0.78","0.899999999999998","29.47","-0.34","0","0.34","-66.75","0","0.13","-0.44"
Gabion Technologies India Ltd,GTIL,"Building Products - Others","86.882304","0.33","-2.94","-0.4500000000000002","65.35000000000001",,"6.12","0.01","0","11.73","3.05","27.179","-3.63"
Pee Cee Cosma Sope Ltd,PCCOSMA,"FMCG - Household Products","86.8763875","0","-5.88","-0.010000000000000231","9.119999999999996",,"-1.44","0.61","1.32","45.92","1.98","17.880000000000003","7.31"
DSP Silver ETF,SILVERADD,"Silver","86.6073585",,,,,,,,,,,,
Grill Splendour Services Ltd,BIRDYS,"Restaurants & Cafes","86.42234","0","-5.75","2.25","6.289999999999997",,"11.42","0","0","10.61","5.53","6.82","-3.42"
ICICI Prudential BSE Liquid Rate ETF - IDCW,LIQUIDIETF,"Equity","86.396236029",,,,,,,,,,,,
AmpVolts Ltd,AMPVOLTS,"Electronic Equipments","86.337245854","31.7","-21.17","-0.3200000000000003","11.739999999999997",,"42.51","0.02","0","-8.309999999999999","3.81","5.26","-21.66"
Mahendra Realtors & Infrastructure Ltd,MRIL,"Construction & Engineering","86.3157295","1.15","-2.79","2.1799999999999997","66.64999999999999",,"10.6","2.84","0","52.36","5.73","2.3499999999999996","-5.63"
Chartered Logistics Ltd,CHLOGIST,"Logistics","86.07378","14.21","-18.86","0.8399999999999999","25.47",,"16.43","9.46","0","36.25","4.39","23.070000000000004","3.27"
R S Software (India) Ltd,RSSOFTWARE,"Software Services","86.069595052","26.57","-7.7","0.07000000000000017","14.179999999999996",,"-0.38","0","0","17.85","7.19","12.73","8.15"
Shri Vasuprada Plantations Ltd,VASUPRADA,"Agro Products","85.90924874","23.18","1.1","0.07999999999999918","82.79000000000005",,"-6.53","1.85","0","74.00999999999999","6.19","161.86020000000005","5.51"
Fervent Synergies Ltd,FERVENTSYN,"Conglomerates","85.75","1","0","0.03999999999999915","0.1299999999999949",,"15.12","0","0","2.33","0","7.4799999999999995","-15.08"
Total Transport Systems Ltd,TOTAL,"Logistics","85.71486149500001","31.62","3.17","-0.48","89.46000000000002",,"-1.76","5.95","0.81","35.72999999999999","1.61","22.656700000000004","-1.89"
Fiberweb (India) Ltd,FIBERWEB,"Textiles","85.71292067","29.63","-16.53","-2.0500000000000007","15.909999999999961",,"2.41","0","0","117.93","15.77","128.78","12.07"
SPL Industries Ltd,SPLIL,"Apparel & Accessories","85.666011816","49.67","-20.81","-0.21999999999999942","13.170000000000009",,"-0.11","52.11","0","130.27999999999997","0.54","57.22","20.7"
Himalaya Food International Ltd,HFIL,"Packaged Foods & Meats","85.471768368","33.78","-2.55","4.3500000000000005","74.21",,"-0.04","0","0","50.3","2.65","118.22","6.94"
Shakti Press Ltd,SHAKTIPR,"Publishing","85.3096608","0","-1.06","-2.26","17.02",,"-3.63","0.26","0","11.71","0.51","7.890000000000001","2.43"
Gujarat Containers Ltd,GUJCONT,"Packaging","85.28675","0.54","-1.37","-7.31","27.660000000000004",,"-5.47","0","0.85","44.96","1.48","25.93","-0.47"
My Mudra Fincorp Ltd,MYMUDRA,"Consumer Finance","85.267623","41.37","-8","15.17","8.08","0","21","0","0","0.6500000000000057","6.46","11.24","2.17"
Variman Global Enterprises Ltd,VARIMAN,"IT Services & Consulting","85.250397","10.41","-1.08","0.09999999999999787","48.99999999999997",,"18.12","0.29","0","3.2200000000000006","2.03","11.266900000000001","-16.94"
Rishiroop Ltd,RISHIROOP,"Commodity Chemicals","85.2215079","8.72","1.76","1.23","20.680000000000014",,"-1.9","106.03","1.65","113.97","0.21","1.8900000000000006","1.37"
Gujarat Peanut and Agri Products Ltd,GPAPL,"Agro Products","85.164338","2.84","-0.03","0","107.61",,"-6.96","0","0","9.18","0.03","3.619999999999999","6.99"
Onelife Capital Advisors Ltd,ONELIFECAP,"Investment Banking & Brokerage","85.10608","90.78","-26.96","25.799999999999997","136.32000000000002","0","-5.04","6.92","0","-69.46000000000001","21.59","32.381800000000005","57.8"
Ameya Precision Engineers Ltd,AMEYA,"Industrial Machinery","84.7875","3.31","-4.14","1.6800000000000008","4.719999999999995",,"-0.16","0.35","0","16.610000000000003","6.25","9.54","5.98"
Innovative Tyres & Tubes Ltd,ITTL,"Tires & Rubber","84.75","36.26","-2.31","0.07000000000000028","71.44999999999997",,"7.02","0.01","0","-62.55","9.19","41.26999999999999","-4.64"
UMA Exports Ltd,UMAEXPORTS,"Agro Products","84.59219466","48.72","-9.97","30.180000000000007","264.85",,"78.18","1.09","0","111.46000000000001","19.76","28.8998","-38.03"
Acme Resources Ltd,ACME,"Diversified Financials","84.388832","38.01","-1.26","7.62","24.900000000000034","15.35","7.67","30.07","0","67.07","0","0.04999999999999999","1.21"
Titan Intech Ltd,TITANIN,"IT Services","84.292265082","38.85","-18.5","-0.6300000000000026","4.070000000000009",,"43.33","0","0","7.399999999999999","19.59","47.16","-25.46"
ODigMa Consultancy Solutions Ltd,ODIGMA,"Advertising","84.17900585","62.67","1.6","15.120000000000001","8.63",,"-1.61","15.25","0","-6.609999999999999","0.09","2.820000000000002","15.13"
Ashapura Logistics Ltd,ASHALOG,"Logistics","84.0479502","0","-49.69","-1.6500000000000057","82.68",,"69.07","0.03","0","116.75","37.37","62.440000000000005","-21.03"
Digidrive Distributors Ltd,DIGIDRIVE,"Online Services","83.97786629400001","0","1.38","-7.04","39.40000000000002",,"-0.41","280.88","0","236.13","0.04","0.8900000000000001","-8.01"
Continental Petroleums Ltd,CONTPTR,"Commodity Chemicals","83.882759844","0.42","-0.3","0.54","39.96",,"-1.62","0","0","25.209999999999997","0.52","9.16","2.46"
Nukleus Office Solutions Ltd,NUKLEUS,"Business Support Services","83.8656","31.5","-8.89","18.14","20.250000000000004",,"34.49","0","0","3.740000000000002","7.82","13.52","-7.46"
Choksi Laboratories Ltd,CHOKSILA,"Labs & Life Sciences Services","83.86176652","1.35","-7.61","-0.05000000000000071","41.72",,"-4.22","0","0","15.290000000000001","7.69","47.62","11.78"
Polychem Ltd,POLYCHEM,"Specialty Chemicals","83.8393375","14.24","-0.6","-0.010000000000000009","4.850000000000005",,"-1.53","28.35","1.21","29.759999999999998","0.49","3.59","2.12"
Techknowgreen Solutions Ltd,TECHKGREEN,"Environmental Services","83.68324455","13.84","-10.47","-1.1400000000000006","4.609999999999997",,"2.59","0.44","0","14.09","10.7","0.9299999999999997","6.74"
Ceenik Exports (India) Ltd,CEENIK,"Textiles","83.5758","0","17.9","0.46999999999999886","40.350000000000016",,"5.18","0.34","5.7","16.77","0.01","36.07","-22.61"
Ken Enterprises Ltd,KEN,"Textiles","83.522632","48.28","1.84","15.91","183.80000000000004",,"25","0.12","0","38.75","1.32","8.830000000000002","-10.93"
Mukesh Babu Financial Services Ltd,MUKESHB,"Diversified Financials","83.511382","7.36","-0.53","-0.16999999999999993","108.68000000000006","0","6.79","143.77","0.84","301.58","0.22","2.0699999999999994","-6.43"
Technichem Organics Ltd,TECHNICHEM,"Specialty Chemicals","83.142","18.09","-6.83","6.65","23.84000000000001",,"20.5","0.05","0","10.129999999999999","6.6","31.630000000000003","-7.02"
Abhinav Capital Services Ltd,ABHICAP,"Diversified Financials","83.060577","0","7.53","-15.07","7.74999999999999","8.17","0","43.23","0","72.91","0","0.020000000000000018","-22.6"
Acknit Industries Ltd,ACKNIT,"Apparel & Accessories","83.0224","6.95","-7.23","-0.48","82.78000000000003",,"-3.31","0","0.46","77.3","7.45","41.910000000000004","10.06"
Nhc Foods Ltd,NHCFOODS,"Packaged Foods & Meats","82.8765","1.74","0.02","2.3000000000000043","126.35000000000004",,"39.94","0","0","21.44","0","8.235299999999999","-37.66"
Pioneer Embroideries Ltd,PIONEEREMB,"Apparel & Accessories","82.770277212","53.35","-8.27","1.2000000000000028","166.36",,"-23.41","10.5","0","70.72","9.28","182.2295","32.88"
Shanti Spintex Ltd,SHANTIDENM,"Textiles","82.7512","28.75","-0.31","2.8900000000000023","80.28000000000002",,"-14.03","0","0","51.129999999999995","0.68","62.88999999999999","17.23"
Inter Globe Finance Ltd,INTRGLB,"Investment Banking & Brokerage","82.72863520499999","91.2","-0.06","0.019999999999999574","17.30000000000002","66.34","15.22","0.4","0","16.25","0","0.42999999999999994","-15.14"
T & I Global Ltd,TIGLOB,"Agro Products","82.654187","3.4","-37.98","-4.359999999999999","36.72",,"0","49.3","0","80.19","1.64","20.09","33.62"
Patel Integrated Logistics Ltd,PATINTLOG,"Logistics","82.598280502","40.81","0.55","-3.36","46.449999999999974",,"-4.79","2.26","0.65","11.259999999999998","1.35","47.01319999999999","0.88"
Ascensive Educare Ltd,ASCENSIVE,"Education Services","82.5193432","4.58","-4.52","-1.0200000000000005","14.420000000000003",,"6.14","0","0","6.41","4.61","5.390000000000001","-2.64"
Nagreeka Exports Ltd,NAGREEKEXP,"Textiles","82.4355215","42.04","0.84","2.040000000000001","207.02",,"-14.78","12.3","0","95.6","2.79","93.37000000000002","15.98"
Edvenswa Enterprises Ltd,EDVENSWA,"IT Services & Consulting","82.418237265","78.17","-57.07","7.400000000000006","16.61",,"64.87","11.05","0","20.58","41.65","14.394300000000001","-0.4"
Trust Fintech Ltd,TRUST,"Software Services","82.19694","54.54","-13.96","2.4199999999999946","8.080000000000018",,"53.12","0.48","0","31.199999999999996","13.62","32.85","-36.74"
Nilachal Refractories Ltd,NILACHAL,"Cement","81.853029","13.5","1.59","0.030000000000000193","18.759999999999998",,"-0.41","0","0","-61.8","0.22","14.44","-1.15"
Crayons Advertising Ltd,CRAYONS,"Advertising","81.8405","26.8","-6.46","1.2200000000000002","95.34",,"0.1","10.8","0","63.67","5.56","11.19","7.58"
New Swan Multitech Ltd,SWANAGRO,"Agricultural & Farm Machinery","81.769832","24.57","-5.69","9.919999999999998","84.83000000000001",,"19.63","0","0","36.19","6.03","57.160000000000004","-4.02"
Transcorp International Ltd,TRANSCOR,"Consumer Finance","81.737677152","0.29","3.07","-0.7500000000000009","92.99999999999997","0","-4.94","13.95","1.91","58.99","0.74","30.11","1.12"
Bhaskar Agro Chemicals Ltd,BHASKAGR,"Specialty Chemicals","81.47866012","1.52","-1.69","1.1102230246251565e-16","39.36000000000001",,"0.65","0","0","11.02","1.76","18.550000000000004","1.04"
Simran Farms Ltd,SIMRAN,"Packaged Foods & Meats","81.4333","1.7","-2.43","-10.149999999999999","148.27",,"3.48","0.12","0","31.31","2.45","23.61","-11.2"
Deepak Spinners Ltd,DEEPAKSP,"Textiles","81.4195926","2.18","-5.88","0.030000000000001137","107.4",,"-10.43","0.02","0.36","215.75","8.53","175.48000000000002","16.34"
Naapbooks Ltd,NBL,"Software Services","81.310671","13.42","-4.19","0.6600000000000001","7.249999999999994",,"14.04","5.61","0","7.49","4.88","7.12","-9.19"
Chartered Capital and Investment Ltd,CHRTEDCA,"Investment Banking & Brokerage","81.298142","1.51","10.57","-3.0000000000000004","6.400000000000009","0","-0.02","152.28","0","163.13","0.01","0.13","-13.55"
Zenith Steel Pipes & Industries Ltd,ZENITHSTL,"Building Products - Pipes","81.242135808","143.08","-1.28","2.53","415.29",,"-2.44","0","0","-542.11","0.52","43.01000000000002","6.25"
Kati Patang Lifestyle Ltd,KATIPATANG,"IT Services & Consulting","81.210286274","1.36","-17.82","0.41999999999999815","17.659999999999997",,"19.5","2.16","0","-24.75","17.76","1.4209999999999958","-1.26"
Indrayani Biotech Ltd,INDRANIB,"Software Services","81.028514814","20.12","24.74","-0.3000000000000007","168.01",,"-18.3","0.25","0","3.3699999999999974","1.38","83.35","-6.74"
BLB Ltd,BLBLIMITED,"Investment Banking & Brokerage","80.989575256","2.5","-8.07","-9.49","0.9299999999999857","0","0.05","11.36","0","89.57","0.12","4.12","-1.47"
Indian Acrylics Ltd,INDIANACRY,"Textiles","80.922652876","0.39","27.33","0.6999999999999957","362.16",,"-17.07","0","0","-125.63","0","207.42999999999998","-9.56"
Eco Hotels and Resorts Ltd,ECOHOTELS,"Hotels, Resorts & Cruise Lines","80.911685288","57.11","-84.34","-20.650000000000006","3.4499999999999984",,"76.92","0","0","-74.47","9.94","9.673100000000002","-13.23"
Concord Drugs Ltd,CONCORD,"Pharmaceuticals","80.75","8.59","-2.32","-0.029999999999999583","31.03",,"-1.43","0.8","0","15.52","2.33","14.21","3.72"
Alcokraft Distilleries Ltd,ALCODIS,"Alcoholic Beverages","80.565","3.45","-26.24","-0.5399999999999974","116.07999999999997",,"11.96","0","0","82.67","6.13","50.58999999999999","13.74"
Highness Microelectronics Ltd,HIGHNESS,"Electronic Equipments","80.29398","0","-1.85","-0.1499999999999999","7.760000000000002",,"1.37","0","0","3.03","1.85","2.290000000000001","0.33"
BEW Engineering Ltd,BEWLTD,"Industrial Machinery","80.13947612000001","78.06","-18.73","0.4899999999999949","81.84000000000002",,"50.48","8.37","0","43.08","18.88","41.84","-31.26"
Porwal Auto Components Ltd,PORWAL,"Auto Parts","80.0753","32.6","-1.53","0.1499999999999999","22.250000000000004",,"1.23","11.28","0","15.229999999999997","3.22","36.43","0.45"
RKEC Projects Ltd,RKEC,"Construction & Engineering","79.9922188","16.37","-43.94","-2.5700000000000003","392.02000000000004",,"37","0","0","148.32999999999998","58.06","109.53000000000002","4.37"
Tokyo Plast International Ltd,TOKYOPLAST,"Housewares","79.8212614","0","-12.08","-0.41000000000000014","41.93",,"6.33","0.01","0","52.04","12.31","49.96000000000001","5.34"
Kamadgiri Fashion Ltd,KAMADGIRI,"Textiles","79.729535664","7.32","17.12","0.19999999999999574","45.519999999999996",,"-39.13","0","0","22.48","1.97","19.200000000000003","22.21"
Accuracy Shipping Ltd,ACCURACY,"Logistics","79.64624","31.97","-10.13","-0.33000000000000007","194.32",,"9.24","0","0","73.76","7.39","65.21000000000001","0.56"
Hisar Metal Industries Ltd,HISARMETAL,"Building Products - Pipes","79.596","0","-5.62","-0.47999999999999954","102.73000000000002",,"-8.07","0","0.54","57.41","6.56","33.79","13.21"
Energy Development Company Ltd,ENERGYDEV,"Renewable Energy","79.42","59","-3.37","-1.9200000000000017","168.60999999999996",,"-20.52","0","0","-102.53","4.58","134.77009999999999","21.97"
Gujarat Toolroom Ltd,GUJTLRM,"Construction & Engineering","79.36644546000001","60.86","-0.17","0.5399999999999636","732.77",,"257.76","0","5.56","123.08999999999999","0.17","0.94","-257.05"
Mirae Asset Nifty EV and New Age Automotive ETF,EVINDIA,"Equity","79.36564362899999",,,,,,,,,,,,
Saumya Consultants Ltd,SAUMYA,"Diversified Financials","79.32583838","0","-0.18","0.040000000000000036","5.859999999999986","2.85","0.4","85.02","0","111.15","0.83","2.74","-0.18"
G G Engineering Ltd,GGENG,"Auto Parts","79.22494","45.06","-53.54","0.19000000000000128","34.279999999999994",,"17.73","63.45","0","25.5","4.85","0.33000000000000007","36"
Lead Reclaim and Rubber Products Ltd,LRRPL,"Tires & Rubber","79.06217625","10.27","-7.59","-0.4399999999999995","8.900000000000007",,"7.5","0.01","0","1.17","7.04","12.820000000000002","-0.35"
Newjaisa Technologies Ltd,NEWJAISA,"Technology Hardware","79.06207374","52.89","-10.87","11.57","16.540000000000006",,"29.05","0","0","7.460000000000001","10.08","20.450000000000003","-6.61"
Jungle Camps India Ltd,JUNGLECAMP,"Tour & Travel Services","79.026708728","0","-7.68","26.060000000000002","8.54",,"28.66","1.04","0","35.39","1.6","29.32","5.08"
Touchwood Entertainment Ltd,TOUCHWOOD,"Advertising","79.00927685","8.28","-3.1","-4.11","8.709999999999999",,"-0.93","0","0.44","20.68","3.36","6.9799999999999995","-0.08"
Aristo Bio-Tech & Lifescience Ltd,ARISTO,"Fertilizers & Agro Chemicals","78.902402","9.91","-5.15","0.47999999999999954","103.29999999999995",,"-4.39","0","0.34","20.61","5.11","23.949999999999996","10.02"
Shri Hare-Krishna Sponge Iron Ltd,SHKSIL,"Iron & Steel","78.683305","8.36","-20.2","-3.2799999999999994","19.559999999999988",,"3.99","1.99","0","51.11","0.27","19.65","12.93"
Softrak Venture Investment Ltd,SOFTRAKV,"Packaged Foods & Meats","78.435546","0","-11.47","0.40000000000000013","1.86",,"0.24","0","0.23","0.39","11.47","11.47","11.63"
Atam Valves Ltd,ATAM,"Industrial Machinery","78.395457","4.13","-0.9","-10","17.549999999999997",,"-2.52","0","0.86","20.880000000000003","1.21","3.08","-6.58"
Shri Balaji Valve Components Ltd,SBVCL,"Industrial Machinery","78.36864","19.44","-13.38","-0.5700000000000003","33.370000000000005",,"-8.38","0","0","16.74","14.36","31.909999999999997","21.19"
Choksi Asia Ltd,CHOKSI,"Health Care Equipment & Supplies","78.36167447999999","9.49","0.63","-3.4400000000000004","10.290000000000008",,"-1.2","0","0","16.299999999999997","0.83","6.278699999999999","-2.87"
Bacil Pharma Ltd,BACPHAR,"Pharmaceuticals","78.309968","0","0.34","2.8200000000000003","0.17999999999999802",,"2.08","21.36","0","11.46","0","0","0.4"
Dynavision Ltd,DYNAVSN,"Diversified Financials","78.2976","1.31","-3.92","1.4699999999999998","46.37999999999999",,"-4.37","0","0","17.87","3.02","38.489999999999995","9.76"
Haryana Capfin Ltd,HARYNACAP,"Consumer Finance","78.130215","0","2.21","0.029999999999999805","96.32000000000006","0","0","431.71","0","332.2","0","0.29","-2.18"
Team24 Consumer Products Ltd,TEAM24,"Packaged Foods & Meats","78.0786","9.56","14","12.67","0.029999999999999787",,"-0.99","0","0","-22.37","0","0","-0.34"
IL&FS Transportation Networks Ltd,IL&FSTRANS,"Roads","77.963526399","2144.97","177.45","167.17999999999998","17853.86",,"8.98","106.75","0","-17333.63","0.92","161.73999999999998","-19.25"
